Severity,Distance(mi),Street,City,Country,State,Temperature(F),Wind_Chill(F),Visibility(mi),Wind_Direction,Weather_Condition,Traffic_Signal,Sunrise_Sunset
3,0.01,20903,5345,1079,22,46.0,38.5,10.0,22,43,0,0
3,0.01,19169,5345,1079,22,46.0,38.5,10.0,22,43,0,0
2,0.01,19603,6725,340,12,37.9,29.6,3.0,21,46,1,0
2,0.01,30186,1812,579,12,39.2,30.5,2.0,21,46,1,0
2,0.01,40333,6315,340,12,37.9,28.9,3.0,22,23,0,0
2,0.0,35388,1812,579,12,37.9,30.0,1.5,21,30,0,0
2,0.01,7756,1812,579,12,37.9,28.9,3.0,21,46,1,0
2,0.0,39922,6626,340,12,37.9,28.9,3.0,21,46,0,0
3,0.01,19508,1069,271,12,37.9,29.2,3.0,22,5,0,0
3,0.01,13881,2945,961,46,33.8,30.8,4.0,10,23,0,0
2,0.01,21419,1594,345,12,37.8,27.7,7.0,21,46,1,0
2,0.01,28817,6315,340,12,37.9,28.9,2.0,22,5,0,0
2,0.01,36662,5231,1252,12,33.8,30.8,4.0,10,23,1,0
2,0.01,27288,3416,340,12,37.0,27.0,2.0,21,5,0,0
2,0.01,33439,1853,340,12,37.0,27.0,2.0,21,5,1,0
2,0.01,41985,4965,271,12,37.9,30.5,9.0,21,46,1,1
3,0.01,19243,5707,1252,12,33.8,30.8,4.0,10,23,0,1
2,0.01,20837,899,345,12,37.0,27.4,1.2,21,30,1,1
2,0.01,39805,5237,345,12,37.0,27.7,3.0,21,23,1,1
3,0.01,13760,5180,1236,12,34.0,26.0,8.0,21,30,0,1
2,0.01,25347,6626,345,12,36.0,28.0,1.2,21,30,1,1
2,0.0,32223,3416,345,12,37.0,29.3,6.0,21,30,0,1
2,0.01,30317,5327,579,12,36.0,28.0,6.0,21,30,1,1
2,0.01,4841,1812,579,12,36.0,28.0,6.0,21,30,0,1
2,0.01,31252,6775,340,12,36.5,26.7,10.0,21,30,1,1
2,0.01,17938,1812,271,12,36.0,26.7,7.0,21,30,1,1
2,0.0,39924,899,340,12,36.0,26.7,7.0,21,30,1,1
2,0.0,13192,1812,579,12,36.0,26.7,7.0,21,30,1,1
2,0.01,32975,899,345,12,35.1,25.9,8.0,15,30,1,1
2,0.01,35450,2313,340,12,34.0,25.0,6.0,21,34,0,1
2,0.01,29385,6700,340,12,37.0,27.0,9.0,21,30,1,1
2,0.0,37169,2563,271,12,34.0,25.0,6.0,21,34,0,1
2,0.0,17299,3416,345,12,35.1,26.9,7.0,21,30,0,1
2,0.01,13786,899,345,12,34.0,26.6,9.0,20,46,1,1
2,0.01,41364,3416,345,12,34.0,25.5,10.0,21,30,0,1
3,0.01,5460,3140,271,12,35.1,27.4,4.0,9,34,0,1
2,0.0,4994,6420,345,12,32.0,21.2,6.0,9,34,0,1
2,0.01,33331,1069,271,12,33.1,21.9,10.0,20,34,1,1
2,0.01,36198,5237,345,12,32.0,22.5,10.0,20,46,0,1
3,0.01,19279,5345,1079,22,34.0,23.4,10.0,20,46,0,0
2,0.01,21489,2439,619,12,30.0,22.4,10.0,20,46,1,0
2,0.01,34820,4312,619,12,30.0,22.4,10.0,20,46,1,0
2,0.0,33056,5237,345,12,30.0,20.5,8.0,20,34,1,0
2,0.0,9596,3211,619,12,30.0,20.0,10.0,20,46,1,0
3,0.01,19350,1662,652,12,31.6,19.3,10.0,20,46,0,0
3,0.01,19170,663,1079,22,34.0,23.4,10.0,20,46,0,0
2,0.0,24446,4711,868,12,30.9,21.7,10.0,22,46,0,0
2,0.01,4669,6521,345,12,30.9,19.8,10.0,22,46,0,0
2,0.01,40621,2513,619,12,30.9,22.8,10.0,22,46,1,0
3,0.01,38079,3453,614,12,30.2,19.3,10.0,20,46,0,0
2,0.01,40333,6626,345,12,30.9,19.8,10.0,22,46,1,0
2,0.01,27986,751,619,12,30.9,20.7,10.0,20,46,1,0
3,0.01,31625,5327,1067,22,34.0,23.4,10.0,20,46,0,0
2,0.0,39885,1812,271,12,30.9,19.8,10.0,22,46,1,0
2,0.0,23601,899,345,12,30.9,19.8,10.0,22,46,0,0
2,0.01,40621,6315,340,12,30.9,20.7,10.0,20,34,0,0
3,0.01,19508,1069,271,12,32.0,21.6,9.0,20,34,0,0
2,0.01,4632,2563,340,12,30.9,19.8,10.0,20,46,1,0
2,0.01,23094,4402,271,12,32.0,22.5,10.0,20,34,0,0
3,0.01,27897,5345,1079,22,34.0,22.7,10.0,22,46,0,0
3,0.01,38104,5345,1079,22,34.0,22.7,10.0,22,46,0,0
3,0.01,19170,663,1079,22,34.0,22.7,10.0,22,46,0,0
2,0.01,12839,2738,345,12,32.0,22.5,10.0,20,34,0,0
2,0.01,4517,2313,345,12,30.9,19.8,10.0,22,46,0,0
2,0.01,42285,4397,340,12,32.0,20.5,10.0,22,46,1,0
2,0.01,25000,348,619,12,32.0,25.6,10.0,20,46,0,0
2,2.75,24988,1623,342,10,30.2,18.5,10.0,20,43,0,0
2,0.01,40640,6626,345,12,30.9,19.8,10.0,22,46,1,0
3,0.01,19279,5345,1078,22,34.0,24.6,10.0,20,46,0,0
2,0.01,25434,3209,619,12,32.0,25.6,10.0,18,46,1,0
2,0.01,8545,4397,340,12,33.1,23.0,10.0,22,46,1,0
2,0.01,40325,3340,619,12,32.0,25.6,10.0,18,46,1,0
2,0.01,14045,2435,619,12,32.0,25.6,10.0,18,46,1,0
3,0.01,19350,5345,1078,22,34.0,24.6,10.0,20,46,0,0
2,0.01,39113,317,271,12,32.0,22.5,10.0,20,46,1,0
2,0.01,20627,6700,345,12,33.1,23.0,10.0,22,34,0,0
2,0.01,35277,1812,579,12,33.1,23.9,6.0,22,34,1,0
2,0.0,14947,3416,340,12,33.1,23.0,4.0,22,34,0,0
2,0.01,41785,1492,271,12,33.1,25.5,10.0,20,46,1,0
2,0.01,37790,1482,673,12,33.1,23.4,10.0,22,46,1,0
2,0.0,21092,2435,619,12,33.1,28.7,9.0,18,34,0,0
2,0.01,40126,24,340,12,33.1,23.4,7.0,22,34,1,0
2,0.01,38845,4397,340,12,34.0,26.6,10.0,22,34,1,0
2,0.0,17496,2738,340,12,34.0,26.6,10.0,22,34,0,0
2,0.0,17167,899,345,12,32.0,21.2,10.0,22,46,0,0
3,0.01,19351,5345,1078,22,33.1,24.9,10.0,22,46,0,0
3,3.55,19432,1219,676,12,33.1,24.9,10.0,22,46,0,0
2,0.0,28670,1812,579,12,32.0,21.2,10.0,22,46,0,0
2,0.01,39042,1069,271,12,33.1,23.0,9.0,22,34,1,1
2,0.01,40380,317,340,12,32.0,21.2,10.0,22,46,1,1
2,0.01,39113,317,271,12,32.0,22.5,10.0,22,46,1,1
3,0.01,19170,5345,1079,22,32.0,22.5,7.0,20,34,0,1
2,0.01,13684,6521,345,12,32.0,22.5,10.0,22,46,0,1
2,0.01,27093,315,271,12,33.1,24.9,10.0,22,46,1,1
3,0.01,38076,1736,1068,12,32.0,23.0,10.0,22,46,0,1
2,0.01,39805,5237,345,12,32.0,22.1,10.0,22,46,1,1
3,0.01,37469,5491,271,12,32.0,22.1,10.0,22,46,0,1
2,0.01,7545,1812,579,12,32.0,22.1,10.0,22,46,0,1
2,0.01,26089,6725,340,12,32.0,22.1,10.0,22,46,1,1
2,0.01,25391,6454,619,12,32.0,25.6,10.0,18,46,1,1
2,0.01,26846,4089,340,12,32.0,22.1,10.0,22,46,0,1
2,0.01,13086,5193,1252,12,44.1,40.1,10.0,10,2,0,1
2,0.01,33980,1812,579,12,43.0,37.2,10.0,8,46,0,1
3,0.01,19467,1329,271,12,43.9,39.3,10.0,8,50,0,1
3,0.01,41746,4365,271,12,44.1,38.6,10.0,8,46,0,1
3,0.01,31625,5327,1067,22,42.1,39.2,10.0,20,2,0,0
2,0.01,36042,317,340,12,43.0,36.0,10.0,8,46,1,0
2,0.01,33002,2268,579,12,43.0,36.0,10.0,8,46,1,0
3,0.01,4597,407,271,12,45.0,37.9,10.0,8,43,0,0
2,0.0,21303,3592,580,12,44.1,38.6,10.0,9,46,0,0
2,0.0,24765,151,619,12,43.0,37.2,10.0,8,46,0,0
2,0.01,41878,6420,340,12,43.0,36.0,10.0,8,46,1,0
3,0.01,25689,1537,271,12,45.0,37.9,10.0,8,43,0,0
2,0.01,39262,6452,619,12,44.1,38.1,10.0,8,46,0,0
2,0.0,31768,2435,619,12,46.0,41.0,10.0,10,2,1,0
2,0.01,33206,1812,579,12,45.0,39.3,10.0,10,2,1,0
2,0.01,7054,6454,619,12,46.0,41.0,10.0,10,2,1,0
2,0.01,7054,6454,619,12,46.0,41.0,10.0,10,2,0,0
2,0.0,17246,3354,619,12,46.0,39.6,10.0,10,47,1,0
2,0.01,4176,1458,1027,10,46.0,42.5,10.0,8,2,0,0
2,0.01,20837,899,345,12,45.0,39.3,10.0,10,2,0,0
3,0.01,42007,2640,271,12,45.5,40.8,10.0,8,50,0,0
2,0.01,4417,2313,340,12,44.1,39.0,10.0,10,53,1,1
2,0.0,25402,1812,579,12,39.0,34.8,10.0,7,2,0,1
2,0.01,26846,4089,340,12,44.1,39.0,10.0,10,53,0,1
2,0.0,39697,1812,579,12,39.0,34.8,10.0,7,2,0,1
2,0.01,5098,1594,340,12,45.0,41.2,10.0,10,2,0,1
2,0.01,40333,3416,340,12,45.0,40.1,10.0,8,53,1,1
2,0.01,9808,3211,619,12,44.1,41.5,10.0,8,2,0,1
2,0.0,8545,4397,340,12,46.0,41.9,10.0,8,2,1,1
3,0.01,19168,5345,1079,22,46.0,43.9,7.0,15,2,0,1
2,0.0,11991,1812,579,12,44.1,42.5,10.0,21,47,0,0
3,0.01,35052,1927,1079,22,45.0,43.5,10.0,21,2,0,1
2,0.0,7545,1812,271,12,45.0,40.6,10.0,10,2,1,1
2,0.0,9345,899,340,12,42.1,39.2,10.0,8,2,0,1
2,0.01,20837,899,340,12,43.0,38.8,10.0,9,2,1,0
2,0.01,6226,3174,619,12,43.0,40.3,10.0,9,2,1,0
2,0.0,7054,6454,619,12,43.0,40.3,10.0,9,2,1,0
2,0.01,25879,1812,579,12,46.0,43.9,10.0,4,2,1,1
2,0.01,6089,317,340,12,46.0,43.9,10.0,4,2,1,1
2,0.0,6064,2563,340,12,46.0,43.9,10.0,4,2,1,1
2,0.01,5162,1451,340,12,45.5,42.5,10.0,4,2,1,1
2,0.01,42137,6775,340,12,42.6,39.9,10.0,4,2,1,1
2,0.01,32682,317,345,12,39.9,37.8,10.0,7,2,0,1
2,0.0,33206,1812,579,12,39.9,37.8,9.0,4,2,0,1
3,3.83,19350,4813,1244,12,43.3,40.7,10.0,3,2,0,1
2,0.01,33132,1069,271,12,45.0,43.5,10.0,12,43,0,1
2,0.01,25954,6334,619,12,37.0,34.5,8.0,8,2,1,1
3,0.01,19356,4916,271,12,40.1,38.0,10.0,3,2,0,1
3,0.01,19213,4397,271,12,46.0,43.1,10.0,13,46,0,0
2,0.01,7054,2513,619,12,37.9,35.5,8.0,8,2,0,0
2,0.01,8545,4397,345,12,46.0,43.1,10.0,13,46,1,0
2,0.0,33084,3340,619,12,37.9,35.5,8.0,8,2,0,0
3,0.01,9709,4089,340,12,45.0,42.6,10.0,3,2,0,0
2,0.01,31252,6775,345,12,43.0,38.8,10.0,3,46,0,0
2,0.0,4885,6420,345,12,45.0,42.6,10.0,3,2,0,0
3,0.01,19350,572,1244,12,43.0,38.8,10.0,3,46,0,0
2,0.01,21596,3370,345,12,45.0,42.6,10.0,3,2,0,0
2,0.01,32975,899,340,12,45.0,42.6,10.0,3,2,0,0
2,0.01,5123,317,345,12,45.0,42.6,10.0,3,2,0,0
3,5.89,30585,3885,461,12,46.4,42.9,10.0,3,43,0,0
3,0.01,19946,5193,1252,12,46.0,43.9,10.0,13,46,0,0
2,0.01,13367,899,340,12,45.0,38.5,10.0,12,46,1,1
2,0.01,22330,1812,579,12,45.0,38.5,10.0,12,46,0,1
3,0.01,19213,4916,271,12,43.7,36.3,10.0,3,23,1,1
2,0.01,21419,1594,345,12,44.4,39.0,10.0,3,46,1,0
2,0.01,32975,899,340,12,45.0,38.5,10.0,12,46,0,0
2,0.0,24407,1812,579,12,45.0,36.9,10.0,3,46,0,0
2,0.01,32485,1069,271,12,46.4,41.1,10.0,12,46,0,0
2,0.01,24709,899,340,12,45.0,36.9,10.0,3,46,1,0
2,0.01,19603,6725,340,12,46.0,39.6,10.0,3,39,1,0
2,0.01,33978,2313,345,12,46.0,39.6,10.0,3,39,1,0
3,0.01,40067,1069,271,12,46.0,37.4,10.0,3,39,0,0
2,0.01,40333,6626,345,12,45.0,41.8,1.5,3,19,0,0
2,0.01,14073,3183,619,12,46.0,39.3,2.5,3,50,1,0
2,0.01,38612,6315,340,12,45.0,37.6,4.0,12,50,1,0
3,0.01,39885,317,345,12,45.0,38.9,10.0,12,46,0,0
2,0.0,25347,6626,345,12,45.0,38.9,10.0,12,46,0,0
3,0.01,19213,3768,271,12,46.0,39.3,9.0,12,30,0,0
2,0.01,29396,1812,579,12,46.0,40.2,10.0,10,46,1,1
2,0.01,25000,6454,619,12,43.0,37.7,10.0,9,46,1,1
2,0.0,23516,1812,579,12,46.0,40.2,10.0,10,46,0,0
2,0.01,40322,315,619,12,44.1,39.0,10.0,8,46,1,0
2,0.01,39885,1812,271,12,45.0,38.9,10.0,8,46,1,0
3,0.01,38566,3370,340,12,45.0,38.9,10.0,8,46,0,0
3,0.01,19947,1812,271,12,45.0,38.9,10.0,8,46,0,0
2,0.01,26056,6626,345,12,45.0,38.9,10.0,8,46,0,0
2,0.0,19952,6775,345,12,45.7,41.0,10.0,10,46,1,0
3,0.01,35076,3183,619,12,44.1,39.0,10.0,8,46,0,0
2,0.01,13270,5237,345,12,44.1,37.1,10.0,8,43,0,0
2,0.01,9886,1451,345,12,45.0,41.2,10.0,10,46,1,0
2,0.01,35073,4312,619,12,43.0,38.2,10.0,9,46,1,0
2,0.01,24524,572,1244,12,45.0,41.2,10.0,10,46,0,0
2,0.01,25879,1812,579,12,44.1,37.4,10.0,8,46,1,0
2,0.01,4990,4089,340,12,44.1,37.4,10.0,8,46,1,0
2,0.01,41878,6420,340,12,44.1,37.4,10.0,8,46,1,0
2,0.0,24765,3209,619,12,43.0,38.2,10.0,9,46,0,0
2,0.01,41009,4089,340,12,44.1,37.4,10.0,8,46,1,0
2,0.01,21596,3370,340,12,44.1,37.4,10.0,8,46,1,0
2,0.0,21175,1812,579,12,44.1,39.0,10.0,8,46,0,0
2,0.01,13334,2563,271,12,44.1,39.0,10.0,8,46,0,0
2,0.01,31792,317,345,12,44.1,39.0,10.0,8,46,1,0
2,0.01,31754,6315,340,12,44.1,38.6,10.0,7,46,1,0
2,0.01,5124,317,340,12,44.1,39.0,10.0,10,46,1,0
2,0.01,31252,6775,340,12,44.6,40.2,10.0,8,46,1,0
2,0.01,40325,3340,619,12,45.0,41.2,10.0,9,46,1,0
2,0.01,25000,6454,619,12,45.0,41.2,10.0,9,46,1,0
2,0.01,25489,6521,340,12,46.4,44.3,10.0,15,46,1,1
2,0.01,4712,6420,345,12,46.0,44.8,10.0,21,46,1,1
2,0.01,25489,6521,340,12,39.0,36.8,10.0,2,2,0,1
2,0.01,31936,1451,340,12,42.6,39.0,10.0,2,2,1,1
2,0.01,6089,317,340,12,39.0,36.8,10.0,2,2,1,1
2,0.01,31936,1451,340,12,41.9,38.2,10.0,2,2,1,1
3,0.01,19355,1069,271,12,45.0,41.8,10.0,12,43,0,1
3,0.01,11350,1069,271,12,45.0,41.2,10.0,12,43,0,1
3,0.01,19518,1069,271,12,45.0,41.2,10.0,12,43,0,1
2,0.01,25402,5721,579,12,42.1,37.7,10.0,12,47,1,0
3,3.45,40539,5652,271,12,43.0,37.2,10.0,13,43,0,0
2,0.01,40333,6521,340,12,42.1,37.7,10.0,12,47,0,0
2,0.01,4644,6725,340,12,42.1,37.7,10.0,12,47,1,0
2,0.01,25575,2313,345,12,42.1,37.7,10.0,12,47,0,0
2,1.58,20696,5220,271,12,42.1,36.6,10.0,13,47,0,0
2,0.01,40333,6626,340,12,42.1,37.7,10.0,12,47,1,0
2,0.01,40137,315,619,12,42.1,36.6,10.0,13,47,0,0
2,0.01,5066,317,345,12,45.0,39.7,10.0,13,2,1,0
2,0.01,33001,3211,619,12,45.0,40.1,10.0,13,2,1,0
2,0.01,39697,1812,579,12,45.0,39.7,10.0,13,2,1,0
2,0.01,39597,3211,619,12,45.0,40.1,10.0,13,2,0,0
2,0.01,32402,3416,345,12,45.0,40.1,10.0,13,46,1,0
3,0.01,11918,816,271,12,43.5,39.4,10.0,12,2,0,0
2,0.01,27288,899,340,12,45.0,39.7,10.0,13,2,1,0
2,0.0,4714,6420,340,12,45.0,39.7,10.0,13,2,0,0
2,0.01,32758,4059,619,12,45.0,40.1,10.0,13,2,1,0
2,0.01,20599,1812,579,12,42.1,40.2,0.2,6,8,1,1
3,0.27,19441,460,1027,10,43.0,40.3,0.2,4,8,0,1
2,0.01,34480,2563,271,12,39.9,36.7,10.0,7,54,0,0
2,0.01,25879,1812,579,12,43.0,40.3,9.0,16,2,0,1
2,0.0,4767,1812,271,12,46.0,43.9,6.0,16,2,0,1
2,0.01,19213,3768,271,12,42.1,40.2,10.0,13,2,0,0
2,0.0,19735,6775,340,12,44.8,43.3,10.0,13,2,1,0
2,0.01,4075,1071,271,12,45.0,40.6,10.0,9,43,0,1
3,0.01,20481,1537,271,12,42.1,36.1,10.0,8,47,0,0
2,0.01,38053,2716,619,12,43.0,37.7,10.0,8,2,0,0
2,0.01,25728,1069,271,12,43.0,38.8,10.0,9,47,1,0
3,0.01,37469,3009,271,12,45.0,39.3,10.0,8,43,0,0
2,0.01,35095,1812,579,12,42.1,36.6,10.0,8,2,0,0
2,0.01,16243,6521,340,12,42.1,36.6,10.0,8,2,1,0
2,0.0,32522,6775,1244,12,43.0,38.2,10.0,8,2,1,0
2,0.0,13367,899,340,12,46.0,42.5,10.0,10,2,1,0
2,0.0,4522,4089,340,12,44.1,39.5,10.0,8,2,1,0
2,0.01,22330,1812,579,12,46.0,42.5,10.0,10,2,0,0
2,0.0,24765,151,619,12,46.0,42.5,10.0,8,2,1,0
2,0.01,41985,4547,582,12,45.0,40.1,10.0,8,2,1,0
2,0.01,33002,1812,579,12,46.0,42.5,10.0,10,2,1,0
2,0.0,34694,1812,271,12,46.0,44.8,10.0,21,2,1,1
2,0.01,27288,899,340,12,44.1,40.8,10.0,21,2,1,1
2,0.01,4882,6626,340,12,44.1,40.8,10.0,21,2,1,1
2,0.01,22514,3370,345,12,44.1,40.8,10.0,21,2,0,1
2,0.01,14707,1812,579,12,44.1,40.8,10.0,21,2,0,1
3,0.01,36042,4089,340,12,44.1,40.8,10.0,21,2,0,1
2,0.01,36125,317,340,12,44.1,40.8,10.0,21,2,1,1
2,0.01,24946,899,345,12,37.9,30.9,10.0,15,2,1,1
2,0.01,4440,3515,271,12,44.1,38.6,10.0,21,47,1,1
2,0.01,7756,1812,579,12,37.9,32.1,10.0,15,2,1,0
2,0.01,32733,1812,579,12,37.9,32.1,10.0,15,2,0,0
2,0.01,23677,5898,271,12,37.9,32.1,10.0,15,2,0,1
3,0.01,19508,1069,271,12,44.1,37.4,10.0,21,47,0,0
2,0.01,39878,315,619,12,41.0,37.1,10.0,18,2,1,0
2,0.01,29396,1812,579,12,41.0,33.9,10.0,15,2,1,0
2,0.01,24392,6315,345,12,44.1,38.1,10.0,21,47,1,0
2,0.01,38612,6315,340,12,44.1,38.1,10.0,21,47,1,0
3,3.06,19468,1458,1027,10,41.0,35.8,10.0,8,2,0,1
3,0.01,19269,1451,1203,46,46.4,40.7,10.0,10,43,0,0
3,0.01,19945,5487,271,12,46.0,42.5,10.0,10,2,0,0
2,0.01,39885,2563,271,12,42.1,36.1,10.0,7,2,1,0
2,0.01,9886,1451,345,12,43.9,37.2,10.0,7,53,1,0
2,0.01,31039,6315,340,12,44.1,37.4,10.0,10,53,0,1
2,0.01,41308,2313,345,12,39.9,34.5,10.0,7,2,1,1
2,0.0,39698,3211,619,12,43.0,36.4,10.0,10,2,0,1
2,0.01,5972,3211,619,12,43.0,36.4,10.0,10,2,1,1
2,0.0,22310,6420,340,12,39.9,34.5,10.0,7,2,1,1
2,0.01,4001,6725,340,12,39.9,34.5,10.0,7,2,1,1
2,0.01,27288,899,340,12,39.9,34.5,10.0,7,2,1,1
2,0.01,14442,3211,619,12,43.0,36.4,10.0,10,2,1,1
2,0.01,20599,1812,579,12,37.9,32.1,10.0,7,2,1,1
2,0.01,32682,6626,345,12,35.1,29.3,10.0,10,2,0,1
2,0.0,15815,3370,345,12,35.1,29.3,10.0,10,2,0,1
2,0.0,32621,1812,579,12,35.1,29.3,10.0,10,2,0,1
2,0.01,41878,6420,340,12,35.1,29.3,10.0,10,2,1,1
2,0.0,20181,6521,345,12,36.0,31.1,9.0,14,2,0,1
2,0.0,25564,4627,271,12,42.1,38.4,10.0,14,53,0,1
3,0.01,20481,1069,271,12,36.0,32.1,10.0,15,2,0,1
3,0.01,39544,1069,271,12,36.0,32.1,10.0,15,2,0,1
3,0.01,19355,1069,271,12,45.0,38.5,10.0,21,47,0,0
2,0.01,41878,6420,340,12,45.0,40.1,10.0,14,2,1,1
2,0.0,4921,1812,579,12,39.9,35.1,10.0,14,2,0,1
3,0.01,19213,2338,271,12,42.1,38.4,10.0,16,2,0,1
3,0.01,9712,2730,271,12,42.1,36.6,10.0,14,43,0,0
2,0.01,39537,1069,271,12,43.0,38.2,10.0,15,43,1,0
2,0.0,33295,1069,271,12,43.0,38.2,10.0,14,43,0,0
2,0.01,40328,3209,619,12,44.1,40.8,10.0,21,2,1,0
2,0.01,38845,4397,340,12,43.0,38.2,10.0,14,43,1,0
2,0.01,24613,5258,619,12,44.1,40.8,10.0,21,2,1,0
2,0.01,39421,3988,271,12,43.0,38.2,10.0,15,43,1,0
2,0.01,7054,6454,619,12,44.1,40.8,10.0,21,2,1,0
2,0.01,33002,2268,579,12,46.0,41.9,10.0,14,2,1,0
3,0.01,19350,572,1244,12,41.4,37.6,10.0,14,2,0,0
2,0.01,7356,1070,271,12,41.9,38.2,10.0,15,2,0,0
2,0.01,20181,6521,340,12,46.0,41.9,10.0,14,2,1,0
2,0.0,8450,3370,340,12,46.0,41.9,10.0,14,2,0,0
2,0.01,13270,5237,345,12,46.0,41.9,10.0,15,43,1,0
2,0.01,25261,4059,619,12,46.0,43.9,10.0,18,2,1,0
2,0.01,25259,1069,271,12,46.0,41.9,10.0,15,43,0,0
2,0.01,24709,899,345,12,46.0,41.9,10.0,14,2,1,0
2,0.01,24833,315,619,12,46.0,43.9,10.0,18,2,0,0
2,0.01,39781,4059,619,12,46.0,43.9,10.0,18,2,0,0
2,0.0,21636,6704,271,12,46.0,43.9,10.0,18,2,0,0
2,0.01,36042,6420,340,12,35.1,32.2,10.0,15,47,1,1
2,0.01,32587,1069,271,12,41.0,38.0,7.0,22,47,0,1
3,0.01,19518,1069,271,12,41.0,38.0,7.0,22,47,0,0
2,0.0,39922,6626,340,12,36.0,32.1,0.2,8,8,0,0
2,0.01,39885,2563,271,12,39.9,36.7,0.0,8,8,1,0
2,0.01,39885,1853,340,12,44.1,40.8,0.0,8,8,1,0
2,0.01,39885,317,271,12,41.0,38.0,0.0,10,8,0,0
3,0.01,39695,1537,271,12,44.1,40.8,0.0,8,8,0,0
3,0.01,19351,6775,340,12,41.0,38.0,7.0,22,2,0,0
2,0.01,16243,6521,340,12,42.1,38.4,0.2,8,8,1,0
2,0.01,5972,3211,619,12,45.0,40.6,0.2,9,8,1,0
2,0.01,39042,1069,271,12,45.0,42.6,0.5,9,8,1,0
2,0.0,39885,2563,271,12,42.1,38.4,0.2,8,8,1,0
2,0.0,20659,3370,345,12,42.1,38.4,0.2,8,8,0,0
2,0.01,38612,6315,340,12,45.0,42.6,0.0,10,8,1,0
2,0.01,41119,3183,619,12,46.0,41.9,0.8,9,46,1,0
2,0.01,39262,6452,619,12,46.0,41.9,0.8,9,46,0,0
2,0.0,32204,1853,345,12,46.0,43.1,0.0,8,8,0,0
3,0.01,19518,1069,271,12,46.4,43.5,0.1,8,8,0,0
3,0.01,19351,6775,340,12,44.6,43.1,10.0,8,2,0,0
3,0.01,39011,1069,271,12,46.0,44.8,0.1,18,8,0,0
3,0.01,37469,3340,619,12,42.1,39.2,5.0,10,2,0,0
2,0.0,25954,5258,619,12,42.1,39.2,5.0,10,2,0,0
3,0.01,9712,1069,271,12,45.0,42.6,9.0,8,2,0,0
2,0.01,7054,3340,619,12,45.0,41.8,6.0,8,2,0,0
3,0.01,19518,1069,271,12,45.0,41.8,8.0,10,2,1,0
2,0.01,25807,2513,619,12,45.0,41.8,6.0,8,2,0,0
2,0.01,35926,6216,715,12,44.6,42.2,7.0,10,2,0,0
2,0.01,40126,1853,345,12,45.0,41.2,6.0,13,47,0,1
2,0.0,32656,6626,345,12,46.0,37.8,10.0,22,46,1,1
2,0.01,41127,1812,579,12,46.0,37.8,10.0,22,46,1,1
2,0.01,31739,5193,1252,12,42.1,32.3,10.0,21,46,0,1
2,0.01,33198,317,340,12,44.1,35.7,10.0,21,46,1,1
2,0.01,10670,2563,271,12,44.1,35.7,10.0,21,46,1,1
2,0.01,13270,2563,271,12,44.1,35.7,10.0,21,46,1,1
2,0.0,15853,899,345,12,44.1,35.7,10.0,21,46,0,1
2,0.01,31252,6775,340,12,42.3,33.3,10.0,22,46,1,1
2,0.01,4420,4407,345,12,42.1,32.8,10.0,21,46,0,1
2,0.01,34089,5356,1067,22,45.0,36.6,10.0,22,46,1,1
3,0.01,9709,3416,340,12,42.1,32.8,10.0,21,46,0,1
2,0.01,29789,1812,579,12,41.0,30.9,10.0,21,46,0,1
3,0.01,38946,1069,271,12,43.0,33.8,10.0,21,46,0,1
2,0.01,41878,6420,340,12,37.4,26.4,10.0,22,46,0,1
2,0.01,24709,899,345,12,37.4,26.4,10.0,22,46,1,1
2,0.0,21258,5237,345,12,37.9,28.5,10.0,22,46,0,1
2,0.0,9081,6775,345,12,37.9,26.6,10.0,22,46,0,1
3,0.01,19213,6790,271,12,36.0,27.5,10.0,20,53,0,1
2,0.01,26057,1069,271,12,32.0,24.2,10.0,20,47,0,1
2,0.01,38905,5237,340,12,30.0,21.1,10.0,20,47,1,1
2,0.01,19518,3062,584,46,28.9,19.2,10.0,8,47,0,0
2,0.0,41693,6626,340,12,34.0,28.0,10.0,8,2,1,0
2,0.01,13334,2563,271,12,30.0,23.2,10.0,8,2,0,1
2,0.01,25669,3192,715,12,30.0,23.2,10.0,8,2,0,1
3,0.01,19441,1728,1128,12,25.0,20.7,10.0,6,2,0,1
2,0.01,40325,3340,619,12,23.0,17.0,10.0,9,47,1,0
3,0.01,5460,1069,271,12,26.1,21.9,10.0,9,43,1,0
3,0.01,31986,1069,271,12,26.1,21.9,10.0,9,43,1,0
2,0.01,31949,1069,271,12,30.0,25.2,10.0,8,47,0,0
3,0.01,19278,5345,1078,22,32.0,24.8,10.0,12,2,0,0
2,0.01,13117,2149,619,12,27.0,23.0,10.0,10,2,1,0
3,0.01,22514,1594,340,12,30.0,25.2,10.0,8,47,1,0
2,0.01,20945,3211,619,12,27.0,20.5,10.0,10,47,0,0
3,3.39,19213,4365,271,12,30.0,23.2,10.0,10,2,0,0
2,0.01,41190,6521,340,12,28.9,23.9,10.0,10,2,0,0
2,0.01,41878,6420,340,12,28.9,23.9,10.0,10,2,1,0
3,0.01,37469,1537,271,12,30.0,23.2,10.0,10,2,0,0
2,0.0,21258,1812,579,12,28.9,23.9,10.0,10,2,0,0
2,0.01,39389,3085,619,12,30.0,23.2,10.0,10,2,1,0
2,0.01,22514,3370,345,12,28.9,23.9,10.0,10,2,1,0
2,0.01,22514,3370,345,12,28.9,23.9,10.0,10,2,1,0
